city_id,BPS_poverty_rate,sum_price_car,avg_price_car,std_price_car,sum_sold_car,avg_sold_car,std_sold_car,sum_viewer_car,avg_viewer_car,std_viewer_car,sum_buyer_car,avg_buyer_car,std_buyer_car,sum_price_motor,avg_price_motor,std_price_motor,sum_sold_motor,avg_sold_motor,std_sold_motor,sum_viewer_motor,avg_viewer_motor,std_viewer_motor,sum_buyer_motor,avg_buyer_motor,std_buyer_motor,sum_price_rumah_sell,avg_price_rumah_sell,std_price_rumah_sell,sum_sold_rumah_sell,avg_sold_rumah_sell,std_sold_rumah_sell,sum_viewer_rumah_sell,avg_viewer_rumah_sell,std_viewer_rumah_sell,sum_buyer_rumah_sell,avg_buyer_rumah_sell,std_buyer_rumah_sell,sum_price_rumah_rent,avg_price_rumah_rent,std_price_rumah_rent,sum_sold_rumah_rent,avg_sold_rumah_rent,std_sold_rumah_rent,sum_viewer_rumah_rent,avg_viewer_rumah_rent,std_viewer_rumah_rent,sum_buyer_rumah_rent,avg_buyer_rumah_rent,std_buyer_rumah_rent,sum_price_apt_sell,avg_price_apt_sell,std_price_apt_sell,sum_sold_apt_sell,avg_sold_apt_sell,std_sold_apt_sell,sum_viewer_apt_sell,avg_viewer_apt_sell,std_viewer_apt_sell,sum_buyer_apt_sell,avg_buyer_apt_sell,std_buyer_apt_sell,sum_price_apt_rent,avg_price_apt_rent,std_price_apt_rent,sum_sold_apt_rent,avg_sold_apt_rent,std_sold_apt_rent,sum_viewer_apt_rent,avg_viewer_apt_rent,std_viewer_apt_rent,sum_buyer_apt_rent,avg_buyer_apt_rent,std_buyer_apt_rent,sum_price_land_sell,avg_price_land_sell,std_price_land_sell,sum_sold_land_sell,avg_sold_land_sell,std_sold_land_sell,sum_viewer_land_sell,avg_viewer_land_sell,std_viewer_land_sell,sum_buyer_land_sell,avg_buyer_land_sell,std_buyer_land_sell,sum_price_land_rent,avg_price_land_rent,std_price_land_rent,sum_sold_land_rent,avg_sold_land_rent,std_sold_land_rent,sum_viewer_land_rent,avg_viewer_land_rent,std_viewer_land_rent,sum_buyer_land_rent,avg_buyer_land_rent,std_buyer_land_rent
12,14.19,0.016267477,0.028407703,0.010861961,0.077538769,4.634629182,6.547001472,0.068555215,2.206389103,1.066802265,0.096916108,4.765041224,2.435612475,0.040477032,0.051126163,0.063266585,0.05650601,5.665400389,7.667587652,0.055152963,3.924113717,0.706939841,0.056982722,2.127517841,1.064357222,0.051544044,4.408232307,4.325178493,0.030605999,3.517227684,5.261658,0.149823813,7.043739093,5.921525464,0.144219179,5.549905541,3.577730852,0.003778188,0.007606435,0.002689038,0.052473763,7.014170041,9.07191243,0.031447733,4.510601441,2.28982149,0.029251844,3.868398797,1.409224597,0.000149066,0.000522893,0.000137918,0,0,0,0.006707148,4.473314607,3.952515627,0.004313001,3.888888889,7.546191404,0,0,0,0,0,0,0,0,0,0,0,0,0.228533481,1.027931497,1.200365217,0.038677918,3.128368719,4.50669529,0.252127766,2.796317032,2.323496882,0.340921516,3.41223049,2.707865561,0.000318247,0.002506195,0.000633015,0.12987013,1.25,6.123724357,0.096992084,2.393229167,2.510242492,0.082644628,2.5,1.700285902
13,9.14,0.062224842,0.123118301,0.13609358,0.168466586,5.005736516,6.881724158,0.141440395,1.73421405,1.582012541,0.166396259,2.698110806,0.869126827,0.035423357,0.006222621,0.004501392,0.141994808,6.925548165,8.535750984,0.116545188,2.85464131,1.143653037,0.140247935,2.414686192,1.449392346,0.067817988,1.035458687,1.164471936,0.115282595,2.457218169,4.060602232,0.845372258,8.324346586,9.429476065,0.826876055,6.625437689,6.558541604,0.05270606,0.028794715,0.039874552,0.212393803,6.027073485,8.587375429,0.187712411,5.813676483,2.887209633,0.226569705,6.756270745,3.944596988,0.002145901,0.001003654,0.000535147,0.005714286,0.555555556,2.581988897,0.029797848,2.649812734,2.417168182,0.019716574,2.37037037,3.827283831,0.000162811,0.004580109,0.001713574,0,0,0,0.002431837,1.149467499,0.60326592,0.000311045,0.171428571,0.199851955,0.140145676,0.302917255,0.286603463,0.048523207,1.57918612,2.578208841,0.837773746,5.995655587,5.225599443,0.965907848,5.771727923,5.741948344,0.002678343,0.010545976,0.002778922,0,0,0,0.336781003,4.154947917,3.751085086,0.285123967,4.3125,2.199513857
14,12.27,0.036153833,0.197295133,0.24026815,0.078274431,4.79126777,6.691075658,0.060245116,1.471185952,2.031986593,0.078915563,3.395838507,0.644785375,0.022391672,0.005650481,0.002270905,0.047748621,2.888018926,4.976969123,0.075588521,2.964052015,1.038450677,0.083832331,1.950616423,0.945664901,0.016006634,0.473646916,0.264747668,0.051009998,2.616096169,4.254743832,0.236681005,5.27989072,5.216880543,0.241469107,4.395856818,4.13622793,0.009206772,0.012530104,0.020723381,0.029985007,2.417582418,5.939474946,0.052572198,4.479377526,2.799838577,0.06186597,5.093932823,3.241834841,0.000142353,0.000181581,0.000262834,0.005714286,1.515151515,4.264014327,0.001789977,0.434116445,0.504491248,0.000616143,0.202020202,0.602535988,2.70853E-05,0.001777877,0.000481865,0,0,0,0.001662662,1.833761782,1.341870593,0.000518409,0.666666667,1.079323914,0.249538274,0.665585227,0.539612214,0.043600563,1.585552217,2.587472895,0.444236682,3.093039999,2.934945227,0.56430274,3.456198063,3.374919169,0.000268253,0.002816657,0.000428748,0.25974026,3.333333333,8.94427191,0.119155673,3.920138889,3.09447915,0.202479339,8.166666667,4.205988636
15,8.96,0.015703944,0.041740982,0.017706226,0.050319277,2.875748368,4.674621903,0.069172984,3.095095941,6.210985537,0.084630092,4.616148422,1.445565753,0.015118361,0.007589681,0.001557433,0.035238065,3.295593051,5.45668585,0.049687369,3.410282789,0.720380311,0.05813502,2.458365534,1.868998269,0.104764728,3.72208785,6.495176419,0.030605999,0.877520501,1.776553335,0.248652105,4.71109793,4.882503257,0.260039578,4.024864453,3.466302448,0.008378497,0.011309489,0.015233172,0.052473763,4.299007444,7.589447246,0.043768415,3.635214541,1.733689437,0.051442899,4.167956521,2.11746434,0.000105908,0.000371506,0.00011676,0,0,0,0.00522252,3.483146067,2.379858738,0.007701787,6.944444444,7.130480643,0,0,0,0,0,0,0,0,0,0,0,0,0.362870422,0.763614516,1.402442005,0.051336146,1.288120443,2.160820389,0.60686226,3.36226445,5.237717847,0.793041615,3.862129468,5.299281127,0.000155757,0.001962537,0.000507766,0.25974026,4,9.48683298,0.058047493,2.291666667,2.900914479,0.02892562,1.4,1.190200131
16,11.36,0.042086873,0.192516231,0.23969659,0.064443987,2.921783395,4.729981472,0.062707155,0.676012881,0.904557191,0.077543543,2.159822719,0.466142301,0.03416658,0.017575565,0.02092577,0.064742126,3.988857171,6.195272524,0.078013878,2.642322548,1.189299134,0.092956791,2.143996734,1.548816404,0.044502976,0.975227471,0.991796149,0.049989798,1.185261322,2.288566501,0.2667358,3.520523766,3.715669566,0.284756054,3.068393062,2.226074576,0.033415607,0.041874584,0.049309751,0.062468766,3.893345918,7.284563328,0.049553004,2.962291275,1.728252984,0.065900707,4.014416767,1.910222279,0.013596177,0.000748122,0.000366127,0.022857143,0.261437908,1.760738683,0.09078341,0.949768672,1.112565331,0.149106593,2.108932462,4.456144665,0.003093713,0.002928914,0.001051554,0.020625645,0.288461538,2.372736262,0.0892554,1.419814119,0.783410685,0.114049912,2.115384615,1.942729567,0.57597985,1.966596516,5.71925865,0.025316456,0.630058912,1.129317328,0.441869297,3.911587096,3.138988651,0.491810449,3.668156695,3.048549489,0.001531987,0.013787879,0.003519777,0,0,0,0.085488127,2.410714286,2.810251804,0.115702479,4,2.394527391
17,11.99,0.011265973,0.019334582,0.006664377,0.062531266,4.598318755,6.513694514,0.046888553,1.345085249,1.163449256,0.062597851,3.459364381,2.566600626,0.011623769,0.006786256,0.001048984,0.030859371,3.554450948,5.743749782,0.041199547,3.816465107,1.575490917,0.041757228,1.943663746,0.696129315,0.014619698,2.024200453,2.122092032,0.014282799,2.704947246,4.367493273,0.092405341,7.397983256,6.332080278,0.092507967,6.11523919,3.993157808,0.001299955,0.007695727,0.00436812,0.004997501,1.75066313,5.197136822,0.010326564,4.064269563,1.611614997,0.007781279,2.722680865,0.761514889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036490832,0.317208099,0.216892561,0.009142053,1.064016811,1.833773792,0.202708289,5.563009041,3.692027703,0.243827768,5.66933505,3.216101072,0.000609785,0.009604113,0.002916255,0,0,0,0.063430079,3.130208333,2.121961549,0.041322314,2.5,1.231974179
18,4.61,3.606352942,0.16186005,0.870817189,9.288762028,6.161321573,7.818755213,8.622856743,3.367674196,7.048739819,9.10394227,3.076813753,3.629756549,5.326605579,0.044565238,0.557705496,9.731544324,7.509180912,8.879380601,10,4.925360167,4.854520055,10,2.61347907,3.321725846,4.9407465,2.151476139,3.176262943,4.358294226,2.329267031,3.900513205,9.465839232,1.982861161,4.498460923,8.681867432,1.389088817,2.29505814,2.648612939,0.046099118,0.100175938,7.261369315,6.278101473,8.695570326,8.314800672,8.186976554,8.173304109,7.902224869,7.204523099,6.885063907,1.531054055,0.001808449,0.022099064,3.108571429,0.763251677,2.956402823,5.706372212,1.281538755,1.905452827,5.186999384,1.574861333,3.990950216,0.471109247,0.006553002,0.057913048,5.795806119,1.190930282,4.580770455,7.428002483,1.736045627,3.539870307,6.416137026,1.748477785,4.711895409,2.807807363,0.640860126,0.955275965,0.708157525,2.767542988,4.088397891,4.706161164,2.713154909,3.502626137,4.641584115,2.177623616,2.320448251,0.182670708,0.066521703,0.090101091,2.077922078,0.924855491,5.032492889,2.92823219,3.341160886,6.393010006,2.727272727,3.815028902,3.594280126
19,7.41,0.007076265,0.040046349,0.002032674,0.026925227,2.490886301,4.192092739,0.023767207,0.589797862,3.416409083,0.030046791,2.589890692,8.213773867,0.012277168,0.007164737,0.001564227,0.039095487,4.581904568,6.763886551,0.022591813,0,0.495755091,0.025845412,0,0.455893621,0.010210992,0.512025791,0.059169389,0.027545399,2.223488339,3.771009591,0.034698557,0.9330912,0.034975949,0.051154893,1.27824298,0.474122115,0.007343523,0.016444867,0.010260516,0.022488756,2.786116323,6.33838382,0.012704673,1.088900737,1.265430211,0.018444513,1.907133565,1.006993624,0.007123587,0.001298086,0.001138183,0.028571429,1.082251082,3.507632533,0.017015309,0.589522837,2.329683376,0.040665434,1.904761905,6.41507644,0.000390082,0.003657858,0.001858245,0,0,0,0.003535098,0.556983719,0.369420282,0.003732543,0.685714286,0.803146302,0.00607711,0.078139864,0.040656976,0.006329114,2.129589075,3.335319517,0.059199658,2.620187975,1.659617178,0.078287301,3.175089298,1.801508642,2.6171E-07,1.64877E-05,0,0,0,0,0.002110818,0.416666667,0,0,0,0
20,5.46,2.677854304,0.230511702,1.35888746,5.4106465,5.777893077,7.524496821,4.267230574,1.56897493,4.116501644,4.592439061,1.661246672,1.922795061,1.719881084,0.021310839,0.199866972,4.899133644,7.970345588,9.128478553,4.178411308,3.428463535,3.05705584,4.598456933,2.35046054,3.039401871,2.19458012,1.147357833,2.100774487,3.654356254,2.670349947,4.316289677,6.812266329,1.841720508,4.29116412,6.663196293,1.404076106,2.984675012,4.178344819,0.122644086,0.310792468,3.613193403,4.993355169,8.011659839,3.868433708,5.799785901,6.021469744,4.125951045,5.849735456,6.100171103,0.547132663,0.001068022,0.007539451,2.605714286,1.057317752,3.447399515,1.944967691,0.721864781,1.760483657,2.290511399,1.14929203,5.487338799,0.056875415,0.005705506,0.006469105,0.618769337,0.916963831,4.082416124,1.416214679,2.387091789,2.131966851,1.462016195,2.873357106,4.938962003,1.804359588,0.648755282,1.265039062,0.505625879,3.339543265,4.731931127,3.232911112,3.02130399,3.561343032,3.427912266,2.672027276,3.152565958,0.161529502,0.040382376,0.041584231,3.636363636,1.111111111,5.454143009,3.844116095,3.011160714,4.278843755,4.896694215,4.702380952,4.877054492
21,7.60,0.502079122,0.148475705,0.243925928,1.314186505,5.88320931,7.607091332,1.5597384,5.639027245,7.296233402,1.686052552,5.31094411,5.238006245,1.190257652,0.08684098,0.633981158,1.220404716,6.549770089,8.293706934,1.513141497,5.912857746,3.89276257,1.848277496,4.860848933,5.294542191,0.99943377,1.269825972,2.036248244,2.317894307,4.583863367,6.287277505,3.463837629,2.36026014,4.978039062,3.086486472,1.611224011,2.981179667,0.376905146,0.032095464,0.034581145,1.301849075,5.705515365,8.414308922,1.716337231,8.623798286,6.777870457,1.82298071,8.596875486,7.028891427,0.087412074,0.00086801,0.001216938,0.422857143,0.87284737,3.151611793,0.87248732,1.647284048,1.751714176,0.798213185,2.037430212,3.916857405,0.125624222,0.065967804,0.217520642,0.103128223,0.8,3.841791026,0.618238154,5.45487575,5.209687028,0.561021887,5.771733333,9.333651018,1.139039933,0.814557905,1.362708705,0.227848101,2.725960298,4.040516662,1.973682694,3.801325079,4.119391484,1.822147871,2.800963696,3.159389587,0.018905508,0.019850783,0.018050082,0.649350649,0.833333333,4.827534023,1.24591029,4.098958333,5.398163561,1.17768595,4.75,4.366255271
22,5.84,0.192760269,0.098608166,0.017333682,0.643115675,6.26497744,7.895973064,0.369273588,0,1.812269015,0.435400954,0.868070841,1.161749487,0.23064058,0.00231678,0.012941063,1.119590488,8.182971625,9.236778429,0.717826289,1.132428122,0.91792092,0.869063276,1.373813325,1.127425352,0.252540846,0.713847584,0.943554302,0.453988982,1.72842867,3.101871485,1.68704517,3.02204699,5.187582296,1.562648186,2.201537189,3.604050224,0.0792941,0.013429562,0.013668916,0.7996002,8.074629148,9.390750691,0.849209093,9.997258249,8.424450642,0.906422917,10,9.517155693,0.008170695,0.000971567,0.000446047,0.04,0.988700565,3.354992647,0.118822869,2.686393068,2.366137508,0.084411583,2.580037665,3.795676037,0.00239177,0.004095542,0.00299817,0.110003438,2.782608696,6.365429131,0.12376728,3.560970158,3.046716258,0.097875561,3.283478261,5.206607231,0.223672421,0.358174444,0.996177453,0.113220816,3.786059963,5.205897151,1.128586338,5.798064992,5.922435011,1.12281047,4.702746694,6.145363341,0.000677339,0.003282489,0.001094538,0.12987013,0.769230769,4.803844614,0.361794195,5.493589744,5.825792841,0.297520661,5.538461538,3.998546388
